Order Date,Category,Sub Category,Sales,Discount,Profit
2018-06-26,Bakery,Breads & Buns,1010,0.22,343.4
2018-06-26,Oil & Masala,Spices,1605,0.35,706.2
2018-06-26,Fruits & Veggies,Organic Vegetables,2023,0.19,101.15
2018-06-26,Oil & Masala,Edible Oil & Ghee,1568,0.19,172.48
2018-06-27,Oil & Masala,Edible Oil & Ghee,2032,0.19,325.12
2018-06-27,Food Grains,Atta & Flour,1968,0.16,806.88
2018-06-27,Bakery,Cakes,1712,0.35,119.84
2018-06-27,Snacks,Cookies,1168,0.24,140.16
2018-06-27,Food Grains,Atta & Flour,2447,0.15,856.45
2018-06-29,Oil & Masala,Spices,1904,0.26,628.32
2018-06-29,"Eggs, Meat & Fish",Fish,896,0.3,367.36
2018-06-29,Beverages,Health Drinks,1889,0.22,774.49
2018-06-29,"Eggs, Meat & Fish",Chicken,1547,0.29,340.34
2018-06-29,Snacks,Noodles,605,0.13,84.7
2018-06-29,Food Grains,Dals & Pulses,1363,0.24,231.71
2018-06-29,Snacks,Chocolates,564,0.15,33.84
2018-06-29,Fruits & Veggies,Organic Fruits,1654,0.14,496.2
2018-06-29,Oil & Masala,Edible Oil & Ghee,778,0.18,272.3
2018-06-29,Beverages,Soft Drinks,1682,0.29,740.08
2018-06-29,"Eggs, Meat & Fish",Mutton,1275,0.13,433.5
2018-06-29,Beverages,Soft Drinks,1870,0.29,523.6
2018-06-29,Oil & Masala,Masalas,605,0.2,151.25
2018-06-29,Beverages,Soft Drinks,624,0.34,168.48
2018-06-29,Fruits & Veggies,Organic Fruits,1033,0.16,433.86
2018-06-30,Food Grains,Rice,1865,0.11,354.35
2018-06-30,Beverages,Health Drinks,1434,0.27,616.62
2018-06-30,Fruits & Veggies,Organic Fruits,1001,0.35,220.22
2018-06-30,"Eggs, Meat & Fish",Fish,1751,0.35,490.28
2018-06-30,Food Grains,Organic Staples,2480,0.18,818.4
2018-06-30,Beverages,Soft Drinks,524,0.29,178.16
2018-06-30,Food Grains,Atta & Flour,1870,0.17,598.4
2018-06-30,Snacks,Chocolates,2415,0.23,821.1
2018-06-30,Oil & Masala,Spices,1195,0.19,59.75
2018-06-30,Fruits & Veggies,Fresh Fruits,935,0.33,420.75
2018-06-30,Fruits & Veggies,Fresh Vegetables,2463,0.31,763.53
2018-07-01,Fruits & Veggies,Fresh Fruits,1953,0.19,468.72
2018-07-01,"Eggs, Meat & Fish",Mutton,1438,0.16,647.1
2018-07-01,"Eggs, Meat & Fish",Fish,2225,0.28,534
2018-07-02,Beverages,Health Drinks,2440,0.34,756.4
2018-07-02,Snacks,Chocolates,1631,0.12,342.51
2018-07-03,"Eggs, Meat & Fish",Chicken,1398,0.3,489.3
2018-07-03,"Eggs, Meat & Fish",Fish,973,0.29,379.47
2018-07-03,Food Grains,Dals & Pulses,588,0.13,235.2
2018-07-03,Snacks,Chocolates,2396,0.32,958.4
2018-07-03,Beverages,Soft Drinks,2045,0.27,490.8
2018-07-03,Oil & Masala,Edible Oil & Ghee,1003,0.26,270.81
2018-07-03,Bakery,Biscuits,1941,0.12,737.58
2018-07-03,Beverages,Health Drinks,2237,0.34,492.14
2018-07-03,Oil & Masala,Spices,986,0.13,197.2
2018-07-03,"Eggs, Meat & Fish",Chicken,1010,0.34,101
2018-07-03,Fruits & Veggies,Fresh Fruits,1492,0.26,119.36
2018-07-03,Snacks,Noodles,506,0.33,65.78
2018-07-03,Beverages,Health Drinks,1483,0.17,281.77
2018-07-03,Fruits & Veggies,Fresh Fruits,1589,0.35,715.05
2018-07-03,"Eggs, Meat & Fish",Mutton,2405,0.19,721.5
2018-07-03,Oil & Masala,Spices,1586,0.31,586.82
2018-07-03,Oil & Masala,Masalas,1400,0.1,336
2018-07-03,Bakery,Breads & Buns,2264,0.25,860.32
2018-07-03,Food Grains,Dals & Pulses,1143,0.13,434.34
2018-07-03,Food Grains,Atta & Flour,646,0.11,64.6
2018-07-05,Fruits & Veggies,Fresh Vegetables,842,0.11,227.34
2018-07-05,Snacks,Chocolates,1773,0.22,709.2
2018-07-05,Snacks,Cookies,748,0.19,89.76
2018-07-05,Snacks,Noodles,1983,0.29,118.98
2018-07-05,Fruits & Veggies,Fresh Fruits,1688,0.1,472.64
2018-07-05,Oil & Masala,Masalas,882,0.35,211.68
2018-07-06,"Eggs, Meat & Fish",Mutton,1352,0.3,527.28
2018-07-06,"Eggs, Meat & Fish",Eggs,682,0.25,170.5
2018-07-06,Bakery,Cakes,1941,0.34,718.17
2018-07-06,Fruits & Veggies,Fresh Fruits,2264,0.28,679.2
2018-07-07,Oil & Masala,Masalas,722,0.31,259.92
2018-07-07,"Eggs, Meat & Fish",Mutton,1459,0.1,554.42
2018-07-07,Oil & Masala,Spices,704,0.34,295.68
2018-07-07,Beverages,Health Drinks,2445,0.3,122.25
2018-07-07,Bakery,Breads & Buns,1312,0.18,314.88
2018-07-07,Beverages,Soft Drinks,1417,0.27,637.65
2018-07-07,Bakery,Cakes,1828,0.35,712.92
2018-07-07,Food Grains,Dals & Pulses,2258,0.29,361.28
2018-07-07,Oil & Masala,Edible Oil & Ghee,1001,0.2,450.45
2018-07-08,Fruits & Veggies,Organic Vegetables,1113,0.21,356.16
2018-07-08,Food Grains,Rice,1966,0.1,629.12
2018-07-08,"Eggs, Meat & Fish",Chicken,2138,0.13,684.16
2018-07-08,Beverages,Health Drinks,645,0.11,103.2
2018-07-08,Food Grains,Atta & Flour,629,0.11,69.19
2018-07-08,Bakery,Cakes,2117,0.26,402.23
2018-07-08,Snacks,Cookies,1752,0.23,385.44
2018-07-08,Fruits & Veggies,Organic Vegetables,1438,0.35,186.94
2018-07-08,"Eggs, Meat & Fish",Mutton,1449,0.27,478.17
2018-07-08,Food Grains,Atta & Flour,2251,0.26,810.36
2018-07-08,Bakery,Breads & Buns,1574,0.33,94.44
2018-07-08,Oil & Masala,Spices,2336,0.34,537.28
2018-07-08,Bakery,Cakes,1148,0.3,459.2
2018-07-08,"Eggs, Meat & Fish",Fish,1787,0.15,696.93
2018-07-08,Food Grains,Dals & Pulses,1135,0.31,147.55
2018-07-08,Snacks,Cookies,1577,0.11,473.1
2018-07-08,Fruits & Veggies,Organic Fruits,1184,0.22,189.44
2018-07-08,Bakery,Biscuits,677,0.26,216.64
2018-07-08,Bakery,Cakes,1712,0.19,188.32
2018-07-09,Fruits & Veggies,Fresh Vegetables,1205,0.3,494.05
2018-07-09,Oil & Masala,Masalas,674,0.21,249.38
2018-07-09,Food Grains,Organic Staples,584,0.33,256.96
2018-07-09,Fruits & Veggies,Organic Vegetables,1410,0.16,70.5
2018-07-09,Bakery,Cakes,2031,0.25,264.03
2018-07-09,Beverages,Soft Drinks,1985,0.23,873.4
2018-07-09,Fruits & Veggies,Fresh Fruits,1411,0.28,352.75
2018-07-09,Oil & Masala,Edible Oil & Ghee,1382,0.27,538.98
2018-07-09,"Eggs, Meat & Fish",Chicken,1075,0.21,451.5
2018-07-10,Oil & Masala,Edible Oil & Ghee,1585,0.3,190.2
2018-07-10,Fruits & Veggies,Fresh Vegetables,1604,0.31,577.44
2018-07-10,Bakery,Cakes,2246,0.1,157.22
2018-07-11,Food Grains,Dals & Pulses,1934,0.11,135.38
2018-07-11,Food Grains,Rice,1597,0.15,351.34
2018-07-11,Fruits & Veggies,Organic Fruits,1251,0.24,250.2
2018-07-11,Snacks,Cookies,2331,0.17,186.48
2018-07-11,Snacks,Noodles,774,0.16,85.14
2018-07-11,"Eggs, Meat & Fish",Fish,1015,0.15,436.45
2018-07-11,Bakery,Biscuits,1384,0.3,525.92
2018-07-12,Fruits & Veggies,Fresh Vegetables,1486,0.11,653.84
2018-07-13,Fruits & Veggies,Fresh Fruits,1503,0.1,180.36
2018-07-13,Oil & Masala,Spices,2466,0.26,295.92
2018-07-13,Bakery,Breads & Buns,1992,0.21,836.64
2018-07-13,Bakery,Cakes,1609,0.31,96.54
2018-07-14,Beverages,Health Drinks,1954,0.31,820.68
2018-07-14,Oil & Masala,Spices,2021,0.1,323.36
2018-07-14,Oil & Masala,Masalas,1264,0.29,429.76
2018-07-14,Snacks,Noodles,1839,0.24,239.07
2018-07-14,Oil & Masala,Spices,2212,0.22,265.44
2018-07-14,"Eggs, Meat & Fish",Fish,2208,0.2,684.48
2018-07-14,Food Grains,Organic Staples,1576,0.34,520.08
2018-07-14,Fruits & Veggies,Organic Vegetables,1287,0.26,218.79
2018-07-14,"Eggs, Meat & Fish",Fish,1669,0.16,500.7
2018-07-14,Oil & Masala,Edible Oil & Ghee,1404,0.31,631.8
2018-07-14,Snacks,Chocolates,1133,0.1,124.63
2018-07-14,Bakery,Cakes,1883,0.26,508.41
2018-07-14,Food Grains,Atta & Flour,1063,0.34,457.09
2018-07-15,Snacks,Cookies,1628,0.21,374.44
2018-07-15,Fruits & Veggies,Organic Fruits,1579,0.15,189.48
2018-07-15,Bakery,Breads & Buns,881,0.15,299.54
2018-07-15,"Eggs, Meat & Fish",Chicken,1018,0.2,101.8
2018-07-15,Bakery,Breads & Buns,1324,0.16,569.32
2018-07-15,Oil & Masala,Masalas,773,0.34,185.52
2018-07-15,Oil & Masala,Masalas,840,0.25,361.2
2018-07-15,Oil & Masala,Edible Oil & Ghee,1940,0.29,737.2
2018-07-15,Beverages,Health Drinks,1925,0.35,269.5
2018-07-15,Snacks,Chocolates,650,0.18,234
2018-07-16,Fruits & Veggies,Organic Vegetables,969,0.29,77.52
2018-07-16,Food Grains,Dals & Pulses,1907,0.17,419.54
2018-07-16,Snacks,Noodles,1860,0.11,837
2018-07-17,Food Grains,Rice,962,0.23,355.94
2018-07-17,Fruits & Veggies,Organic Fruits,1223,0.13,61.15
2018-07-17,"Eggs, Meat & Fish",Fish,2389,0.21,645.03
2018-07-17,Food Grains,Rice,654,0.29,65.4
2018-07-17,Beverages,Health Drinks,2086,0.32,730.1
2018-07-17,Fruits & Veggies,Organic Fruits,819,0.16,122.85
2018-07-17,Fruits & Veggies,Organic Vegetables,2160,0.33,453.6
2018-07-17,Fruits & Veggies,Fresh Fruits,874,0.26,201.02
2018-07-17,Snacks,Cookies,2068,0.26,124.08
2018-07-18,Oil & Masala,Masalas,1267,0.11,177.38
2018-07-18,Fruits & Veggies,Fresh Vegetables,2056,0.14,555.12
2018-07-18,Beverages,Health Drinks,1755,0.11,614.25
2018-07-18,Oil & Masala,Masalas,1796,0.26,287.36
2018-07-18,"Eggs, Meat & Fish",Eggs,799,0.25,119.85
2018-07-18,Beverages,Soft Drinks,2266,0.12,294.58
2018-07-18,Food Grains,Dals & Pulses,2430,0.29,170.1
2018-07-18,Bakery,Cakes,1083,0.23,465.69
2018-07-20,Fruits & Veggies,Organic Vegetables,2139,0.14,192.51
2018-07-20,Food Grains,Organic Staples,1456,0.14,567.84
2018-07-20,Beverages,Soft Drinks,1986,0.18,575.94
2018-07-20,Beverages,Soft Drinks,515,0.14,190.55
2018-07-20,Oil & Masala,Edible Oil & Ghee,1009,0.19,312.79
2018-07-20,Bakery,Biscuits,531,0.25,169.92
2018-07-20,Bakery,Breads & Buns,1714,0.2,737.02
2018-07-20,Beverages,Soft Drinks,1453,0.3,334.19
2018-07-20,Snacks,Chocolates,595,0.23,178.5
2018-07-20,Oil & Masala,Spices,1923,0.12,134.61
2018-07-20,Snacks,Cookies,2193,0.28,964.92
2018-07-20,Beverages,Health Drinks,838,0.26,217.88
2018-07-21,Snacks,Noodles,1361,0.24,299.42
2018-07-21,Beverages,Health Drinks,1632,0.19,163.2
2018-07-21,Fruits & Veggies,Fresh Fruits,1438,0.1,359.5
2018-07-21,Snacks,Cookies,932,0.35,65.24
2018-07-21,Beverages,Soft Drinks,1794,0.29,681.72
2018-07-21,Bakery,Cakes,1872,0.18,149.76
2018-07-21,Bakery,Breads & Buns,843,0.28,75.87
2018-07-21,Beverages,Soft Drinks,1904,0.11,247.52
2018-07-21,Oil & Masala,Edible Oil & Ghee,926,0.24,166.68
2018-07-21,Snacks,Cookies,1544,0.25,663.92
2018-07-21,Snacks,Chocolates,1099,0.25,230.79
2018-07-21,Food Grains,Organic Staples,2208,0.33,287.04
2018-07-21,Oil & Masala,Spices,2381,0.14,333.34
2018-07-21,Snacks,Cookies,1111,0.12,488.84
2018-07-21,Oil & Masala,Spices,1836,0.28,385.56
2018-07-21,Beverages,Health Drinks,1707,0.3,682.8
2018-07-21,Beverages,Health Drinks,2386,0.34,835.1
2018-07-21,Food Grains,Rice,1569,0.15,674.67
2018-07-21,"Eggs, Meat & Fish",Fish,1468,0.29,117.44
2018-07-21,Beverages,Health Drinks,612,0.32,134.64
2018-07-21,"Eggs, Meat & Fish",Chicken,752,0.17,97.76
2018-07-21,Food Grains,Atta & Flour,516,0.34,144.48
2018-07-21,Bakery,Breads & Buns,920,0.14,220.8
2018-07-22,"Eggs, Meat & Fish",Eggs,1850,0.29,481
2018-07-22,"Eggs, Meat & Fish",Chicken,517,0.24,56.87
2018-07-23,Bakery,Cakes,2031,0.19,101.55
2018-07-23,Fruits & Veggies,Fresh Fruits,614,0.35,178.06
2018-07-23,Bakery,Breads & Buns,2309,0.26,253.99
2018-07-23,Beverages,Soft Drinks,1791,0.21,770.13
2018-07-23,Oil & Masala,Spices,664,0.17,292.16
2018-07-23,Snacks,Cookies,1512,0.14,105.84
2018-07-23,Oil & Masala,Spices,605,0.28,248.05
2018-07-23,Beverages,Soft Drinks,937,0.28,281.1
2018-07-23,"Eggs, Meat & Fish",Fish,860,0.24,378.4
2018-07-23,Snacks,Chocolates,2122,0.1,721.48
2018-07-24,Snacks,Cookies,1611,0.16,128.88
2018-07-25,"Eggs, Meat & Fish",Mutton,1510,0.3,90.6
2018-07-25,Snacks,Cookies,1510,0.15,377.5
2018-07-25,Fruits & Veggies,Organic Vegetables,815,0.34,285.25
2018-07-25,Beverages,Health Drinks,1165,0.35,267.95
2018-07-25,Beverages,Soft Drinks,734,0.17,286.26
2018-07-25,Bakery,Breads & Buns,1633,0.1,718.52
2018-07-25,Beverages,Health Drinks,1776,0.11,621.6
2018-07-25,Beverages,Soft Drinks,2442,0.26,781.44
2018-07-26,"Eggs, Meat & Fish",Fish,721,0.31,281.19
2018-07-26,Beverages,Health Drinks,1525,0.12,198.25
2018-07-27,Beverages,Health Drinks,2255,0.19,473.55
2018-07-27,Snacks,Cookies,2487,0.16,696.36
2018-07-27,Fruits & Veggies,Organic Fruits,541,0.13,27.05
2018-07-27,"Eggs, Meat & Fish",Eggs,2484,0.1,645.84
2018-07-27,Fruits & Veggies,Organic Fruits,949,0.35,360.62
2018-07-27,"Eggs, Meat & Fish",Mutton,1304,0.13,573.76
2018-07-27,Fruits & Veggies,Organic Vegetables,1957,0.29,743.66
2018-07-27,Snacks,Noodles,1176,0.31,188.16
2018-07-28,Food Grains,Atta & Flour,2076,0.24,830.4
2018-07-28,Snacks,Cookies,1798,0.12,413.54
2018-07-28,Beverages,Health Drinks,785,0.27,47.1
2018-07-29,Bakery,Biscuits,1374,0.22,357.24
2018-07-29,Oil & Masala,Edible Oil & Ghee,2168,0.24,238.48
2018-07-29,Bakery,Biscuits,721,0.1,201.88
2018-07-29,Beverages,Health Drinks,1512,0.26,241.92
2018-07-29,Oil & Masala,Edible Oil & Ghee,689,0.1,172.25
2018-07-29,Snacks,Chocolates,2307,0.28,299.91
2018-07-29,Food Grains,Organic Staples,1856,0.31,835.2
2018-07-29,Food Grains,Dals & Pulses,2298,0.18,505.56
2018-07-29,"Eggs, Meat & Fish",Fish,2459,0.34,1008.19
2018-07-29,"Eggs, Meat & Fish",Eggs,1135,0.29,295.1
2018-07-29,Fruits & Veggies,Organic Fruits,1560,0.14,655.2
2018-07-29,Fruits & Veggies,Organic Fruits,1682,0.32,504.6
2018-07-30,Food Grains,Atta & Flour,966,0.13,183.54
2018-07-30,Food Grains,Atta & Flour,1125,0.21,427.5
2018-07-30,Beverages,Health Drinks,734,0.17,117.44
2018-07-30,Fruits & Veggies,Organic Fruits,1894,0.14,738.66
2018-07-31,Fruits & Veggies,Organic Vegetables,834,0.11,366.96
2018-07-31,Beverages,Soft Drinks,2197,0.28,637.13
2018-07-31,Oil & Masala,Masalas,2477,0.16,594.48
2018-07-31,Oil & Masala,Masalas,1629,0.32,700.47
2018-07-31,Beverages,Health Drinks,541,0.13,129.84
2018-07-31,Beverages,Health Drinks,1060,0.28,455.8
2018-07-31,Bakery,Cakes,2129,0.21,574.83
2018-07-31,Snacks,Chocolates,1654,0.28,396.96
2018-07-31,Snacks,Noodles,2344,0.32,117.2
2018-07-31,Food Grains,Organic Staples,1095,0.22,361.35
2018-07-31,Beverages,Soft Drinks,1688,0.18,185.68
2018-08-01,Fruits & Veggies,Fresh Vegetables,1905,0.27,476.25
2018-08-01,Oil & Masala,Spices,1643,0.26,246.45
2018-08-01,Fruits & Veggies,Organic Fruits,2415,0.22,869.4
2018-08-01,Snacks,Cookies,732,0.35,131.76
2018-08-01,Snacks,Noodles,2253,0.18,315.42
2018-08-01,"Eggs, Meat & Fish",Eggs,1685,0.17,168.5
2018-08-03,Snacks,Cookies,2343,0.34,515.46
2018-08-03,"Eggs, Meat & Fish",Fish,1710,0.33,307.8
2018-08-03,Beverages,Soft Drinks,523,0.18,62.76
2018-08-03,Oil & Masala,Masalas,556,0.27,244.64
2018-08-03,Oil & Masala,Masalas,995,0.29,427.85
2018-08-03,Snacks,Cookies,1969,0.22,295.35
2018-08-03,"Eggs, Meat & Fish",Fish,1998,0.21,619.38
2018-08-04,Fruits & Veggies,Fresh Fruits,752,0.19,90.24
2018-08-04,Oil & Masala,Spices,1355,0.25,596.2
2018-08-04,Snacks,Noodles,2294,0.31,206.46
2018-08-05,Fruits & Veggies,Organic Vegetables,1903,0.16,647.02
2018-08-05,Beverages,Health Drinks,1567,0.26,642.47
2018-08-05,Beverages,Soft Drinks,920,0.29,64.4
2018-08-05,Oil & Masala,Edible Oil & Ghee,660,0.24,118.8
2018-08-05,Fruits & Veggies,Organic Vegetables,1271,0.12,394.01
2018-08-06,Bakery,Biscuits,752,0.21,255.68
2018-08-06,Oil & Masala,Masalas,1710,0.17,376.2
2018-08-06,Beverages,Soft Drinks,1089,0.29,196.02
2018-08-06,Beverages,Soft Drinks,2027,0.25,243.24
2018-08-06,Beverages,Health Drinks,910,0.24,63.7
2018-08-06,"Eggs, Meat & Fish",Mutton,1536,0.16,322.56
2018-08-06,Food Grains,Dals & Pulses,667,0.19,286.81
2018-08-07,Beverages,Health Drinks,1201,0.31,312.26
2018-08-07,Fruits & Veggies,Fresh Vegetables,971,0.12,368.98
2018-08-07,Oil & Masala,Edible Oil & Ghee,690,0.33,41.4
2018-08-07,Bakery,Biscuits,774,0.31,92.88
2018-08-07,Oil & Masala,Masalas,2464,0.3,221.76
2018-08-07,Food Grains,Dals & Pulses,1414,0.22,452.48
2018-08-07,Food Grains,Dals & Pulses,1079,0.12,53.95
2018-08-07,Food Grains,Dals & Pulses,1167,0.21,245.07
2018-08-07,Bakery,Cakes,1285,0.31,514
2018-08-07,Bakery,Breads & Buns,1729,0.34,743.47
2018-08-07,"Eggs, Meat & Fish",Mutton,513,0.19,138.51
2018-08-07,Fruits & Veggies,Fresh Fruits,2293,0.21,183.44
2018-08-07,"Eggs, Meat & Fish",Chicken,2415,0.15,120.75
2018-08-07,Oil & Masala,Spices,883,0.18,220.75
2018-08-07,Beverages,Soft Drinks,648,0.31,77.76
2018-08-07,Bakery,Cakes,2398,0.24,407.66
2018-08-07,Snacks,Chocolates,1241,0.27,322.66
2018-08-10,Food Grains,Organic Staples,1445,0.3,317.9
2018-08-10,Snacks,Cookies,535,0.23,48.15
2018-08-10,Oil & Masala,Masalas,523,0.3,120.29
2018-08-10,Fruits & Veggies,Organic Vegetables,1284,0.11,205.44
2018-08-11,Food Grains,Rice,1721,0.3,86.05
2018-08-11,Snacks,Noodles,761,0.21,114.15
2018-08-11,Oil & Masala,Edible Oil & Ghee,2156,0.32,776.16
2018-08-11,Beverages,Soft Drinks,1278,0.17,460.08
2018-08-11,Oil & Masala,Masalas,1309,0.22,130.9
2018-08-11,Oil & Masala,Masalas,546,0.23,43.68
2018-08-12,Snacks,Cookies,1066,0.3,234.52
2018-08-12,Beverages,Soft Drinks,1976,0.33,276.64
2018-08-12,Fruits & Veggies,Organic Vegetables,2238,0.22,537.12
2018-08-12,Bakery,Biscuits,950,0.22,161.5
2018-08-12,Food Grains,Rice,1602,0.23,496.62
2018-08-12,Oil & Masala,Edible Oil & Ghee,2062,0.34,927.9
2018-08-12,Fruits & Veggies,Organic Vegetables,2480,0.23,694.4
2018-08-12,Snacks,Chocolates,883,0.24,114.79
2018-08-12,"Eggs, Meat & Fish",Eggs,1154,0.23,346.2
2018-08-12,Fruits & Veggies,Organic Fruits,960,0.26,297.6
2018-08-12,Beverages,Health Drinks,857,0.19,171.4
2018-08-12,Bakery,Biscuits,1010,0.22,50.5
2018-08-13,"Eggs, Meat & Fish",Eggs,2380,0.22,190.4
2018-08-13,Food Grains,Organic Staples,755,0.35,226.5
2018-08-13,"Eggs, Meat & Fish",Eggs,2464,0.22,813.12
2018-08-13,"Eggs, Meat & Fish",Mutton,1958,0.18,215.38
2018-08-13,Food Grains,Organic Staples,1768,0.18,88.4
2018-08-13,Food Grains,Dals & Pulses,1753,0.17,280.48
2018-08-13,Oil & Masala,Masalas,2486,0.34,248.6
2018-08-13,Beverages,Health Drinks,2415,0.1,917.7
2018-08-13,"Eggs, Meat & Fish",Fish,2298,0.31,873.24
2018-08-13,Beverages,Soft Drinks,1094,0.11,65.64
2018-08-13,Snacks,Noodles,1827,0.29,383.67
2018-08-13,Beverages,Health Drinks,1797,0.17,557.07
2018-08-13,"Eggs, Meat & Fish",Mutton,1706,0.28,443.56
2018-08-14,Food Grains,Atta & Flour,1142,0.14,376.86
2018-08-14,Fruits & Veggies,Organic Vegetables,967,0.3,367.46
2018-08-14,Fruits & Veggies,Fresh Vegetables,759,0.18,98.67
2018-08-15,"Eggs, Meat & Fish",Fish,1966,0.19,334.22
2018-08-15,"Eggs, Meat & Fish",Eggs,1213,0.15,509.46
2018-08-15,"Eggs, Meat & Fish",Fish,1219,0.18,414.46
2018-08-16,"Eggs, Meat & Fish",Chicken,517,0.12,155.1
2018-08-16,Snacks,Noodles,907,0.32,199.54
2018-08-17,Beverages,Soft Drinks,2228,0.1,111.4
2018-08-17,"Eggs, Meat & Fish",Eggs,856,0.26,171.2
2018-08-17,"Eggs, Meat & Fish",Chicken,1402,0.1,588.84
2018-08-17,Beverages,Health Drinks,1920,0.32,576
2018-08-17,Fruits & Veggies,Fresh Fruits,2237,0.14,425.03
2018-08-17,Food Grains,Dals & Pulses,1005,0.26,130.65
2018-08-17,Bakery,Cakes,714,0.14,64.26
2018-08-17,Beverages,Health Drinks,2353,0.12,611.78
2018-08-17,Oil & Masala,Edible Oil & Ghee,1680,0.34,218.4
2018-08-17,Beverages,Health Drinks,1512,0.33,181.44
2018-08-17,Beverages,Health Drinks,2228,0.23,668.4
2018-08-17,Food Grains,Dals & Pulses,2362,0.3,566.88
2018-08-17,Oil & Masala,Edible Oil & Ghee,1160,0.31,162.4
2018-08-17,"Eggs, Meat & Fish",Eggs,508,0.1,71.12
2018-08-17,Food Grains,Organic Staples,736,0.34,316.48
2018-08-17,Oil & Masala,Masalas,717,0.28,143.4
2018-08-17,Bakery,Cakes,2499,0.22,924.63
2018-08-18,Food Grains,Atta & Flour,2493,0.23,922.41
2018-08-18,"Eggs, Meat & Fish",Mutton,2236,0.24,961.48
2018-08-18,"Eggs, Meat & Fish",Fish,2106,0.16,884.52
2018-08-18,Bakery,Biscuits,1873,0.33,618.09
2018-08-18,Snacks,Chocolates,1155,0.31,138.6
2018-08-18,"Eggs, Meat & Fish",Eggs,2134,0.29,576.18
2018-08-18,Snacks,Cookies,1360,0.19,612
2018-08-18,Oil & Masala,Edible Oil & Ghee,539,0.11,199.43
2018-08-18,Bakery,Breads & Buns,2092,0.16,167.36
2018-08-18,Bakery,Breads & Buns,2116,0.19,359.72
2018-08-18,Snacks,Chocolates,2344,0.3,468.8
2018-08-18,Oil & Masala,Edible Oil & Ghee,529,0.1,111.09
2018-08-18,Food Grains,Rice,1016,0.15,365.76
2018-08-18,Oil & Masala,Masalas,1677,0.19,385.71
2018-08-18,Oil & Masala,Spices,1068,0.14,85.44
2018-08-18,Food Grains,Atta & Flour,2065,0.2,805.35
2018-08-18,Food Grains,Rice,1919,0.31,211.09
2018-08-19,Bakery,Breads & Buns,2122,0.16,594.16
2018-08-19,Oil & Masala,Masalas,903,0.24,144.48
2018-08-19,Snacks,Chocolates,1512,0.33,408.24
2018-08-19,Snacks,Chocolates,2424,0.35,436.32
2018-08-20,Bakery,Cakes,2289,0.2,618.03
2018-08-20,Fruits & Veggies,Fresh Fruits,1575,0.11,425.25
2018-08-20,Oil & Masala,Spices,1933,0.23,715.21
2018-08-20,"Eggs, Meat & Fish",Fish,2046,0.15,920.7
2018-08-20,Fruits & Veggies,Fresh Vegetables,2411,0.15,120.55
2018-08-20,Beverages,Health Drinks,1359,0.2,95.13
2018-08-20,Bakery,Biscuits,2371,0.15,592.75
2018-08-21,Bakery,Cakes,540,0.27,162
2018-08-21,Bakery,Cakes,681,0.27,211.11
2018-08-21,Bakery,Breads & Buns,553,0.2,27.65
2018-08-21,Food Grains,Dals & Pulses,693,0.12,173.25
2018-08-21,Snacks,Cookies,1197,0.12,418.95
2018-08-21,Bakery,Cakes,1652,0.21,710.36
2018-08-21,Food Grains,Dals & Pulses,811,0.24,308.18
2018-08-21,Bakery,Cakes,1322,0.11,475.92
2018-08-21,Bakery,Cakes,929,0.3,167.22
2018-08-21,Beverages,Health Drinks,2055,0.22,924.75
2018-08-21,"Eggs, Meat & Fish",Eggs,2065,0.11,619.5
2018-08-21,Food Grains,Organic Staples,1645,0.2,493.5
2018-08-21,Food Grains,Atta & Flour,1405,0.21,210.75
2018-08-21,Snacks,Cookies,515,0.3,30.9
2018-08-21,Oil & Masala,Spices,1847,0.35,258.58
2018-08-21,"Eggs, Meat & Fish",Chicken,2200,0.33,396
2018-08-21,Oil & Masala,Spices,2174,0.25,956.56
2018-08-21,"Eggs, Meat & Fish",Mutton,2399,0.27,839.65
2018-08-21,Beverages,Soft Drinks,1325,0.3,106
2018-08-21,Beverages,Soft Drinks,1075,0.27,182.75
2018-08-21,Food Grains,Rice,764,0.15,53.48
2018-08-21,Beverages,Soft Drinks,1631,0.25,685.02
2018-08-21,Food Grains,Organic Staples,2447,0.16,195.76
2018-08-22,"Eggs, Meat & Fish",Mutton,1167,0.17,198.39
2018-08-22,Oil & Masala,Edible Oil & Ghee,1153,0.26,138.36
2018-08-23,Fruits & Veggies,Fresh Fruits,660,0.21,59.4
2018-08-23,Food Grains,Rice,2347,0.16,704.1
2018-08-23,"Eggs, Meat & Fish",Fish,1839,0.29,588.48
2018-08-23,Food Grains,Rice,1049,0.23,230.78
2018-08-23,Bakery,Cakes,2126,0.35,935.44
2018-08-24,Beverages,Health Drinks,784,0.24,125.44
2018-08-24,Food Grains,Dals & Pulses,1526,0.14,167.86
2018-08-24,Bakery,Breads & Buns,1032,0.32,330.24
2018-08-24,"Eggs, Meat & Fish",Eggs,2270,0.14,590.2
2018-08-25,Food Grains,Atta & Flour,693,0.32,187.11
2018-08-25,Oil & Masala,Edible Oil & Ghee,519,0.22,98.61
2018-08-25,Beverages,Health Drinks,1814,0.35,816.3
2018-08-25,Food Grains,Organic Staples,2099,0.29,314.85
2018-08-25,Bakery,Biscuits,741,0.1,51.87
2018-08-26,Bakery,Biscuits,2478,0.16,594.72
2018-08-26,Fruits & Veggies,Organic Vegetables,938,0.32,168.84
2018-08-26,Oil & Masala,Spices,940,0.24,423
2018-08-27,Food Grains,Atta & Flour,1917,0.28,172.53
